"Symbol","Date","Open","High","Low","Close","Percent Change","Volume"
"CYCL","2022-01-02","2460","2525.5","2450.1","2508","2.37 %","9,223.00"
"CYCL","2022-06-13","382.2","382.2","382.2","382.2","0.00 %","60.00"
"CYCL","2022-06-15","389.8","420.4","389.8","420.4","9.99 %","60.00"
"CYCL","2022-06-17","428.8","437.3","428.8","437.3","4.02 %","20.00"
"CYCL","2022-06-19","446","454.9","446","454.9","4.02 %","30.00"
"CYCL","2022-06-20","463.9","500.3","463.9","500.3","9.98 %","70.00"
"CYCL","2022-06-21","510.3","550.3","510.3","550.3","9.99 %","60.00"
"CYCL","2022-06-22","550.3","550.3","550.3","550.3","0.00 %","10.00"
"CYCL","2022-06-23","561.3","605.3","561.3","605.3","9.99 %","50.00"
"CYCL","2022-06-24","605.3","655","605.3","655","8.21 %","50.00"
"CYCL","2022-06-26","668.1","720.5","668.1","720.5","10.00 %","70.00"
"CYCL","2022-06-27","734.9","792.5","734.9","792.5","9.99 %","70.00"
"CYCL","2022-06-28","780","871.7","780","871.7","9.99 %","89.00"
"CYCL","2022-06-29","889.1","958.8","889.1","958.8","9.99 %","80.00"
"CYCL","2022-06-30","977.9","1054.6","977.9","1054.6","9.99 %","100.00"
"CYCL","2022-07-01","1075.6","1160","1075.6","1160","9.99 %","76.00"
"CYCL","2022-07-03","1183.2","1276","1183.2","1276","10.00 %","88.00"
"CYCL","2022-07-04","1276","1403.6","1276","1403.6","10.00 %","170.00"
"CYCL","2022-07-05","1431.6","1543.9","1431.6","1543.9","10.00 %","144.00"
"CYCL","2022-07-06","1543.9","1698.2","1543.9","1698.2","9.99 %","134.00"
"CYCL","2022-12-11","1732.1","1868","1732.1","1868","10.00 %","1,150.00"
"CYCL","2022-12-12","1905","2054.8","1905","2054.8","10.00 %","1,489.00"
"CYCL","2022-12-13","2014.1","2260.2","2014.1","2260.2","10.00 %","2,019.00"
"CYCL","2022-12-14","2305.4","2486.2","2305.4","2486.2","10.00 %","760.00"
"CYCL","2022-12-15","2535.9","2734.8","2341","2405","-3.27 %","25,894.00"
"CYCL","2022-12-18","2405","2405","2335.1","2341","-2.66 %","13,170.00"
"CYCL","2022-12-19","2341","2520","2318","2481","5.98 %","5,360.00"
"CYCL","2022-12-20","2499","2723","2470","2670","7.62 %","8,826.00"
"CYCL","2022-12-21","2700","2710","2617","2648","-0.82 %","8,055.00"
"CYCL","2022-12-22","2680","2680","2518","2593","-2.08 %","5,725.00"
"CYCL","2022-12-26","2644","2644","2420","2472","-4.67 %","11,147.00"
"CYCL","2022-12-27","2480","2500","2423","2426","-1.86 %","7,093.00"
"CYCL","2022-12-28","2380","2455","2380","2427","0.04 %","3,648.00"
"CYCL","2022-12-29","2400","2447","2400","2440","0.54 %","2,489.00"
"CYCL","2023-01-01","2480","2480","2392","2450","0.41 %","5,342.00"
"CYCL","2023-01-02","2460","2525.5","2450.1","2508","2.37 %","9,223.00"
"CYCL","2023-01-03","1967.8","2087","1967.8","2000","3.67 %","8,107.00"
"CYCL","2023-01-04","2040","2040","1977","2020","1.00 %","3,375.00"
