"Symbol","Date","Open","High","Low","Close","Percent Change","Volume"
"UPPER","2021-09-22","681.3","705","681","693","3.74 %","93,242.00"
"UPPER","2021-09-21","660","691","636","668","0.00 %","188,315.00"
"UPPER","2021-09-20","710","710","664.5","668","-4.43 %","174,169.00"
"UPPER","2021-09-16","727","727","693","699","-3.85 %","222,244.00"
"UPPER","2021-09-15","734","748","719","727","-2.81 %","118,218.00"
"UPPER","2021-09-14","736","770","736","748","-0.40 %","78,771.00"
"UPPER","2021-09-13","789","803.9","746","751","-2.97 %","225,797.00"
"UPPER","2021-09-12","729","786.5","729","774","8.25 %","335,227.00"
"UPPER","2021-09-09","720","730","708","715","-0.69 %","105,332.00"
"UPPER","2021-09-08","739","740","715","720","-2.57 %","92,899.00"
"UPPER","2021-09-07","760","774","712","739","-0.91 %","153,413.00"
"UPPER","2021-09-06","685","745.8","678","745.8","10.00 %","346,298.00"
"UPPER","2021-09-05","700","710","660","678","-3.42 %","231,715.00"
"UPPER","2021-09-02","735","735","700","702","-3.70 %","168,965.00"
"UPPER","2021-09-01","740","750","725","729","-0.41 %","151,321.00"
"UPPER","2021-08-31","750","760","730","732","-3.03 %","158,788.00"
"UPPER","2021-08-29","795","795","751.2","754.9","-3.22 %","154,165.00"
"UPPER","2021-08-26","770","799","753","780","3.31 %","217,195.00"
"UPPER","2021-08-25","750","780","740","755","0.48 %","167,537.00"
"UPPER","2021-08-24","780","782","750","751.4","-4.64 %","234,769.00"
"UPPER","2021-08-19","820","850","788","788","-1.99 %","280,217.00"
"UPPER","2021-08-18","818","844","789","804","0.25 %","341,565.00"
"UPPER","2021-08-17","818","822.9","792.1","802","-1.96 %","389,640.00"
"UPPER","2021-08-16","820","836.4","804","818","-0.24 %","263,775.00"
"UPPER","2021-08-15","855.6","870","800","820","-6.07 %","507,832.00"
"UPPER","2021-08-12","904","922","855.6","873","-3.43 %","715,029.00"
"UPPER","2021-08-11","892.5","962.5","890","904","3.31 %","746,816.00"
"UPPER","2021-08-10","836","887.4","822","875","6.71 %","1,037,295.00"
"UPPER","2021-08-09","790","840","778","820","5.26 %","731,724.00"
"UPPER","2021-08-08","777.2","810","750","779","2.23 %","404,193.00"
"UPPER","2021-08-05","776.4","837","747","762","0.11 %","837,951.00"
"UPPER","2021-08-04","705.8","761.2","705.8","761.2","10.00 %","109,032.00"
"UPPER","2021-08-03","703.9","703.9","690","692","0.28 %","76,029.00"
"UPPER","2021-08-02","699","700","690","690.1","-1.27 %","94,453.00"
"UPPER","2021-08-01","704","710","696","699","-0.58 %","114,180.00"
"UPPER","2021-07-29","714","719.5","703","703.1","-1.53 %","94,824.00"
"UPPER","2021-07-28","720","743","709","714","-0.70 %","150,142.00"
"UPPER","2021-07-27","700","749","695","719","3.16 %","280,917.00"
"UPPER","2021-07-26","687","700","686","697","1.60 %","172,683.00"
"UPPER","2021-07-25","696.6","696.6","683","686","0.44 %","151,223.00"
"UPPER","2021-07-22","700","700","681","683","-0.58 %","105,202.00"
"UPPER","2021-07-20","688","705","683","686","-0.29 %","123,409.00"
"UPPER","2021-07-19","690","699","682","688","-1.57 %","212,239.00"
"UPPER","2021-07-18","709","715","694","699","-0.71 %","133,002.00"
"UPPER","2021-07-15","695","715","690","704","1.59 %","160,589.00"
"UPPER","2021-07-14","700","700","675","693","2.06 %","138,256.00"
"UPPER","2021-07-13","680","689","674","679","-0.15 %","101,283.00"
"UPPER","2021-07-12","698","699","671","680","-2.02 %","208,944.00"
"UPPER","2021-07-11","714","714","686","694","-0.86 %","167,807.00"
"UPPER","2021-07-08","677","717","660","700","3.40 %","187,650.00"
"UPPER","2021-07-07","716","716","673","677","-5.45 %","381,235.00"
"UPPER","2021-07-06","769","769","711","716","-5.04 %","281,406.00"
"UPPER","2021-07-05","823","823","746","754","-3.83 %","252,338.00"
"UPPER","2021-07-04","804","810","774","784","2.22 %","204,809.00"
"UPPER","2021-07-01","785","787","762","767","-0.39 %","114,472.00"
"UPPER","2021-06-30","780","785","750","770","0.26 %","137,570.00"
"UPPER","2021-06-29","751","810","751","768","-2.78 %","198,364.00"
"UPPER","2021-06-28","859","900","788","790","-3.54 %","802,487.00"
"UPPER","2021-06-27","782","819","782","819","9.93 %","43,467.00"
"UPPER","2021-06-24","680","745","666","745","9.88 %","400,951.00"
"UPPER","2021-06-23","701","707","668","678","-2.45 %","169,886.00"
"UPPER","2021-06-22","680","705","669","695","2.21 %","161,410.00"
"UPPER","2021-06-21","715","725","680","680","-5.69 %","251,283.00"
"UPPER","2021-06-20","728","742","708","721","-1.77 %","276,040.00"
"UPPER","2021-06-17","750","750","729","734","-2.00 %","183,595.00"
"UPPER","2021-06-16","735","765","735","749","-2.98 %","309,395.00"
"UPPER","2021-06-15","780","790","770","772","-1.53 %","155,169.00"
"UPPER","2021-06-14","800","815","783","784","-1.01 %","131,284.00"
"UPPER","2021-06-13","805","805","775","792","2.72 %","207,160.00"
"UPPER","2021-06-10","738","789","738","771","-0.64 %","141,849.00"
"UPPER","2021-06-09","786","788","775","776","-0.01 %","122,062.00"
"UPPER","2021-06-08","829","829","782","787","-1.13 %","130,480.00"
"UPPER","2021-06-07","770","820","765","796","4.05 %","184,268.00"
"UPPER","2021-06-06","777","785","757","765","-1.54 %","245,860.00"
"UPPER","2021-06-03","792","797","776","777","-1.15 %","170,731.00"
"UPPER","2021-06-02","783","800","775","786","0.38 %","138,789.00"
"UPPER","2021-06-01","788","800","775","783","-0.63 %","165,501.00"
"UPPER","2021-05-31","808","817","787","788","-2.48 %","238,249.00"
"UPPER","2021-05-30","825","839","805","808","-1.34 %","215,457.00"
"UPPER","2021-05-27","825","834","805","819","-1.44 %","254,711.00"
"UPPER","2021-05-25","784","841","784","831","0.73 %","120,772.00"
"UPPER","2021-05-24","829","842","821","825","-0.48 %","117,188.00"
"UPPER","2021-05-23","825","844","800","829","1.72 %","227,244.00"
"UPPER","2021-05-20","868","868","815","815","-1.45 %","190,644.00"
"UPPER","2021-05-19","840","848","825","827","-1.55 %","172,079.00"
"UPPER","2021-05-18","850","861","831","840","-1.06 %","202,999.00"
"UPPER","2021-05-17","825","865","820","849","3.66 %","256,856.00"
"UPPER","2021-05-16","820","832","813","819","0.37 %","170,390.00"
"UPPER","2021-05-13","810","824","810","816","0.12 %","106,325.00"
"UPPER","2021-05-12","800","824","800","815","-0.37 %","96,039.00"
"UPPER","2021-05-11","800","827","800","818","-0.24 %","127,679.00"
"UPPER","2021-05-10","811","835","800","820","0.12 %","242,802.00"
"UPPER","2021-05-09","859","859","800","819","-0.49 %","157,037.00"
"UPPER","2021-05-06","840","840","819","823","-2.02 %","139,928.00"
"UPPER","2021-05-05","830","860","830","840","-0.47 %","100,558.00"
"UPPER","2021-05-04","850","855","840","844","-0.59 %","93,486.00"
"UPPER","2021-05-03","875","879","845","849","-1.74 %","179,970.00"
"UPPER","2021-05-02","880","885","855","864","0.12 %","190,483.00"
"UPPER","2021-04-29","845","870","831","863","2.98 %","194,944.00"
"UPPER","2021-04-28","860","865","825","838","-1.06 %","200,102.00"
"UPPER","2021-04-27","770","847","760","847","10.00 %","294,966.00"
"UPPER","2021-04-26","800","819","752","770","-5.41 %","403,995.00"
"UPPER","2021-04-25","857","869","810","814","-5.02 %","312,783.00"
"UPPER","2021-04-22","865","865","845","857","-0.12 %","157,492.00"
"UPPER","2021-04-21","858","891","855","858","-1.83 %","144,259.00"
"UPPER","2021-04-20","918","918","867","874","-0.11 %","88,393.00"
"UPPER","2021-04-19","870","904","860","875","2.10 %","255,719.00"
"UPPER","2021-04-18","875","880","854","857","-2.06 %","227,443.00"
"UPPER","2021-04-15","926","926","870","875","-0.79 %","150,506.00"
"UPPER","2021-04-13","880","895","870","882","0.23 %","155,453.00"
"UPPER","2021-04-12","882","898","876","880","-1.35 %","209,566.00"
"UPPER","2021-04-08","925","933","886","892","0.11 %","398,538.00"
"UPPER","2021-04-07","915","915","885","891","-1.76 %","161,347.00"
"UPPER","2021-04-06","912","930","893","907","-0.11 %","318,866.00"
"UPPER","2021-04-05","875","910","848","908","5.34 %","391,207.00"
"UPPER","2021-04-04","890","890","862","862","-1.93 %","322,772.00"
"UPPER","2021-04-01","898","900","873","880","-2.00 %","334,870.00"
"UPPER","2021-03-31","900","927","852","898","3.57 %","354,826.00"
"UPPER","2021-03-30","810","880","805","867","8.37 %","344,134.00"
"UPPER","2021-03-29","764","813","764","800","4.71 %","489,926.00"
"UPPER","2021-03-25","775","779","760","764","-1.42 %","349,994.00"
"UPPER","2021-03-24","837","837","755","772","-3.26 %","526,050.00"
"UPPER","2021-03-23","760","798","735","798","9.92 %","419,522.00"
"UPPER","2021-03-22","693","726","673","726","10.00 %","664,051.00"
"UPPER","2021-03-21","669","669","642","660","3.45 %","240,639.00"
"UPPER","2021-03-18","646","656","635","638","-0.93 %","187,943.00"
"UPPER","2021-03-17","640","650","630","644","1.26 %","222,906.00"
"UPPER","2021-03-16","670","670","635","636","-3.49 %","291,398.00"
"UPPER","2021-03-15","679","682","642","659","1.85 %","447,895.00"
"UPPER","2021-03-14","600","647","600","647","9.85 %","701,070.00"
"UPPER","2021-03-10","600","612","587","589","-1.01 %","145,452.00"
"UPPER","2021-03-09","579","612","570","595","3.48 %","498,933.00"
"UPPER","2021-03-08","570","599","555","575","4.17 %","417,909.00"
"UPPER","2021-03-04","529","557","522","552","6.15 %","245,208.00"
"UPPER","2021-03-03","520","534","511","520","-1.89 %","165,066.00"
"UPPER","2021-03-02","572","572","524","530","-2.75 %","152,952.00"
"UPPER","2021-03-01","561","561","520","545","0.00 %","155,068.00"
"UPPER","2021-02-28","553","564","533","535","-3.25 %","252,826.00"
"UPPER","2021-02-25","563","568","545","553","0.00 %","187,954.00"
